#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
2371,TheScreamer VR,"Feb 3, 2017",$0.99,N/A (N/A),"810 ±1,120",04:23 (04:22),LunarCitySeven,LunarCitySeven,Simulation
2407,Solar Collector,10/11/17,$1.99,N/A (N/A),"810 ±1,120",00:23 (00:11),Emily Peregrine,Emily Peregrine,Simulation
2488,TrumPiata,22/07/16,$0.99,N/A (N/A),"810 ±1,120",00:01 (00:00),KittyPup Productions,JH Dinsdale LTD,Simulation
2502,Bubble Labs VR,08/06/17,$2.99,N/A (N/A),"810 ±1,120",00:01 (00:00),"Kishan Emens (dev), Tavius Woods (art)",Kishan Emens,Simulation
2550,Streamer Simulator,"Aug 23, 2016",$0.99,N/A (N/A),"810 ±1,120",00:44 (00:22),,,Simulation
2561,DragonWingsVR,"Dec 11, 2016",$9.99,N/A (N/A),"810 ±1,120",00:16 (00:16),Wyrmbyte,Wyrmbyte,Simulation
2576,Mindball Play,"Dec 1, 2016",$6.99,N/A (N/A),"810 ±1,120",00:16 (00:16),Interactive Productline Team,Interactive Productline IP AB,Simulation
2584,Mind Maze,23/06/17,$1.99,N/A (N/A),"810 ±1,120",02:09 (01:04),Alexander Byzov,Alexander Byzov,Simulation
2602,AI Rebellion VR,"May 2, 2017",$9.99,N/A (N/A),"810 ±1,120",00:12 (00:11),Immergity,Immergity,Simulation
2625,Geek Resort,20/01/16,$4.99,N/A (N/A),"810 ±1,120",04:15 (04:14),Shinypix,Shinypix,Simulation
2640,"WarBirds Dawn of Aces, World War I Air Combat",19/07/16,$14.99,N/A (N/A),"810 ±1,120",01:40 (00:50),iEntertainment Network Inc,iEntertainment Network Inc,Simulation
2683,Beetle Uprising,"Aug 22, 2017",$9.99,N/A (N/A),"810 ±1,120",01:44 (00:52),"Iocane Games, LLC","Iocane Games, LLC",Simulation
2724,MEGALOMANIAC,"Apr 26, 2017",$0.99,N/A (N/A),"810 ±1,120",00:00 (00:00),Elmwood Game Studios,Rich Savage Global Media,Simulation
2765,Concrete and Steel,"May 27, 2016",$12.99,N/A (N/A),"810 ±1,120",02:18 (02:18),Matterhorn Software LTD,Matterhorn Software LTD,Simulation
2778,Chess,"Sep 19, 2017",$4.99,N/A (N/A),"810 ±1,120",04:00 (03:59),baKno Games,baKno Games,Simulation
2814,You... and who else?,17/03/17,$6.99,N/A (N/A),"810 ±1,120",02:32 (02:31),Aldorlea Games,Aldorlea Games,Simulation
2843,Solar System Conflict,"Apr 6, 2015",$9.99,N/A (N/A),"810 ±1,120",00:55 (00:54),UnexEvo,UnexEvo,Simulation
2852,Bocce Revolution,"Oct 23, 2015",$9.99,N/A (N/A),"810 ±1,120",12:33 (06:16),Dysotek,Dysotek,Simulation
2854,High Noon VR,14/11/17,$9.99,N/A (N/A),"810 ±1,120",00:00 (00:00),Octobox Interactive,Buka Entertainment,Simulation
2863,Game Machines: Arcade Casino,"Oct 19, 2017",$1.99,N/A (N/A),"810 ±1,120",00:00 (00:00),Crabby Team,Crabby Team,Simulation
2874,Titanic,"Oct 30, 2017",$2.99,N/A (N/A),"810 ±1,120",00:27 (00:26),Interactive Gaming Studios,Interactive Gaming Studios,Simulation
2985,Hope for love,19/07/17,$3.99,N/A (N/A),"810 ±1,120",00:00 (00:00),ZovGame,Blue Whale Games,Simulation
2999,Neverout,"May 18, 2017",$9.99,N/A (N/A),"810 ±1,120",00:32 (00:16),Setapp Sp. z o.o.,Setapp Sp. z o.o.,Simulation
3012,Table Tennis VR,06/07/16,$4.99,N/A (N/A),"810 ±1,120",00:15 (00:07),,,Simulation
3017,Tricky Trail RC,15/03/17,$4.99,N/A (N/A),"810 ±1,120",00:15 (00:14),Mika Spin Games,Mika Spin Games,Simulation
3060,Pinball Wicked,"Oct 12, 2017",$17.99,N/A (N/A),"810 ±1,120",12:26 (12:26),Formslingers,Formslingers,Simulation
3104,Jungle Dino VR,"Feb 27, 2017",$9.99,N/A (N/A),"810 ±1,120",00:34 (00:34),eiNpictures,eiNpictures,Simulation
3124,Vinyl Reality,16/11/17,$14.99,N/A (N/A),"810 ±1,120",00:09 (00:08),EntroPi Games,EntroPi Games,Simulation
3160,"Maggie's Movies - Camera, Action!","Sep 13, 2017",$12.99,N/A (N/A),"810 ±1,120",73:22 (36:41),World-Loom,GameHouse,Simulation
3179,VR SUSHI BAR,04/06/17,$9.99,N/A (N/A),"810 ±1,120",01:39 (00:49),mikai inc.,mikai inc.,Simulation
3190,Battleship Bishojo,29/03/17,$12.99,N/A (N/A),"810 ±1,120",00:28 (00:14),Silver Cow Studio,Silver Cow Studio,Simulation
3270,Undertaker's,"Aug 2, 2017",$7.99,N/A (N/A),"810 ±1,120",00:00 (00:00),Hyeson,Hyeson,Simulation
3275,RUN,"May 19, 2017",$1.99,N/A (N/A),"810 ±1,120",00:01 (00:00),POPSAUR,POPSAUR,Simulation
3284,Arachnophobia,01/06/16,$4.99,N/A (N/A),"810 ±1,120",00:06 (00:05),IgnisVR,IgnisVR,Simulation
3289,Icity - a Flight Sim ... and a City Builder,"Oct 19, 2016",$18.99,N/A (N/A),"810 ±1,120",00:37 (00:36),RaYmond Lewis,Openland Design,Simulation
3294,Island Racer,"Dec 15, 2016",$4.99,N/A (N/A),"810 ±1,120",04:19 (04:18),baKno Games,baKno Games,Simulation
3345,Cyber Complex,"Aug 4, 2017",$8.19,N/A (N/A),"810 ±1,120",01:34 (00:47),"PolarityFlow, Adrian Zingg",PolarityFlow,Simulation
378,Coaster of Carnage VR,"Dec 5, 2017",$0.59,N/A (N/A),"752 ±1,472",00:12 (00:12),Kevin Gulling,ARVRCADE,Simulation
383,Skript,15/11/17,$4.99,N/A (N/A),"752 ±1,472",00:01 (00:01),baKno Games,baKno Games,Simulation
441,Power Solitaire VR,07/06/17,$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Parkerhill Reality Labs,Parkerhill Reality Labs,Simulation
445,Quarterback SNAP,"Aug 26, 2016",$19.99,N/A (N/A),"752 ±1,472",00:32 (00:32),River Studios,River Studios,Simulation
458,Unreal Estate,16/06/17,$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),"Larry Martin, Phillip Brossia",Afterthought Games,Simulation
479,KungFu Town VR,28/11/17,$12.99,N/A (N/A),"752 ±1,472",01:30 (01:30),henry,henry,Simulation
487,Draft Day Sports: College Basketball 2017,14/11/17,$24.99,N/A (N/A),"752 ±1,472",01:30 (01:30),Wolverine Studios,Wolverine Studios,Simulation
491,Paradiddle,"Oct 31, 2017",$9.99,N/A (N/A),"752 ±1,472",07:49 (07:49),Emre Tanirgan,Emre Tanirgan,Simulation
498,Exorcism: Case Zero,"Oct 12, 2017",$4.99,N/A (N/A),"752 ±1,472",00:28 (00:28),Paul C. K. W,Paul C. K. W,Simulation
517,Airport Master,"Feb 17, 2017",$14.99,N/A (N/A),"752 ±1,472",17:10 (17:10),STICLI Games,STICLI Games,Simulation
540,Singing Stones VR,"Dec 16, 2016",$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Chingis LLC,Chingis LLC,Simulation
606,Otome Romance Jigsaws - Midnight Cinderella & Destined to Love,"Feb 27, 2017",$9.99,N/A (N/A),"752 ±1,472",01:31 (01:31),BottleCube inc.,BottleCube inc.,Simulation
608,Crash Test Billy,"Aug 18, 2017",$3.99,N/A (N/A),"752 ±1,472",00:09 (00:09),SP Digital Arts Inc.,SP Digital Arts Inc.,Simulation
617,Tunnel Runner VR,10/07/17,$2.99,N/A (N/A),"752 ±1,472",00:19 (00:19),Mocove Studio,Mocove Studio,Simulation
712,Isle in the Sky,12/06/17,$3.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Jan-Fredrik Braseth,Fome Productions,Simulation
714,Con Amore,25/07/16,$7.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Team Taju,Wronghut,Simulation
749,Blackscreen Simulator,07/11/17,$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),BunchOD00dz,ArcaneRaise,Simulation
757,SkiFy,05/11/17,$3.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Blup Games,Back To Basics Gaming,Simulation
803,Solaroids: Prologue,"May 26, 2017",$5.99,N/A (N/A),"752 ±1,472",00:00 (00:00),DynF/X Digital,DynF/X Digital,Simulation
816,Sword and Shield: Arena VR,31/03/17,$4.99,N/A (N/A),"752 ±1,472",00:01 (00:01),YouVisio Productions Inc.,YouVisio Productions Inc.,Simulation
820,Paintey,"Apr 18, 2016",$9.99,N/A (N/A),"752 ±1,472",02:48 (02:48),Brian Lindenhof,ShadowBrain Games,Simulation
825,Production Inc.,"Dec 31, 2015",$19.99,N/A (N/A),"752 ±1,472",00:01 (00:01),Solo Instinct,Solo Instinct,Simulation
867,Screamer 2,"Sep 15, 2017",$9.99,N/A (N/A),"752 ±1,472",00:20 (00:20),Graffiti,Interplay,Simulation
875,TEOT - The End OF Tomorrow,"Sep 30, 2016",$3.99,N/A (N/A),"752 ±1,472",00:00 (00:00),"Edsenses Creative Co., Ltd","Edsenses Creative Co., Ltd",Simulation
882,Miniature TD - VR,"Aug 15, 2017",$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Reality Reflection,Reality Reflection,Simulation
888,Delude - Succubus Prison,"Aug 4, 2017",$1.99,N/A (N/A),"752 ±1,472",05:32 (05:32),Halissoni,Halissoni,Simulation
891,Crazy Saloon VR,30/11/16,$9.99,N/A (N/A),"752 ±1,472",00:45 (00:45),Monsieur K,Monsieur K,Simulation
941,Operation Apex,"Dec 10, 2017",$19.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Curiscope,Vive Studios,Simulation
949,Cosplay Maker,"Dec 10, 2015",$14.99,N/A (N/A),"752 ±1,472",42:36 (42:36),Locked Door Puzzle,Lupus Studios Limited,Simulation
957,SugarMill,"Dec 15, 2016",$14.99,N/A (N/A),"752 ±1,472",02:38 (02:38),Aatlantis Code,Aatlantis Code,Simulation
986,Panzer Killer,28/06/17,$2.99,N/A (N/A),"752 ±1,472",00:05 (00:05),Digital Fusion Inc.,Digital Fusion Inc.,Simulation
991,The Hunt,06/06/17,$9.99,N/A (N/A),"752 ±1,472",00:32 (00:32),Bass Pro Shops,Console Classics,Simulation
994,Freeze Climbing,"May 12, 2017",$2.99,N/A (N/A),"752 ±1,472",01:09 (01:09),Bottino.Games,Bottino.Games,Simulation
998,Bottle Flip Challenge VR,"Apr 9, 2017",$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Justin Jimmo,Squawkybird Games,Simulation
1024,Chinese Chess/ Elephant Game: / /,"Oct 20, 2017",$9.99,N/A (N/A),"752 ±1,472",00:58 (00:58),Wang Wenxi,Wang Wenxi,Simulation
1068,Battlefleet Engineer,"Aug 18, 2017",$4.99,N/A (N/A),"752 ±1,472",00:23 (00:23),Tomi Syväjärvi,Tomi Syväjärvi,Simulation
1073,The Tavern,"Aug 4, 2017",$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Moral Anxiety Studio,Aldorlea Games,Simulation
1087,Soundscape,01/11/17,$14.99,N/A (N/A),"752 ±1,472",00:04 (00:04),Groove Science,Groove Science Studios,Simulation
1089,Master Shot VR,15/06/17,$7.99,N/A (N/A),"752 ±1,472",00:36 (00:36),"Puresurface, Inc.","Puresurface, Inc.",Simulation
1090,Mitosis,"Sep 27, 2017",$4.99,N/A (N/A),"752 ±1,472",00:19 (00:19),5d Games GmbH,5d Games GmbH,Simulation
1101,Battle Summoners VR,"May 22, 2017",$9.99,N/A (N/A),"752 ±1,472",05:56 (05:56),VoleR Creative,VoleR Creative,Simulation
1113,Galactic Gallery,"Dec 4, 2017",$3.34,N/A (N/A),"752 ±1,472",00:50 (00:50),Bearded Eye,Bearded Eye,Simulation
1133,Shark Simulator,22/11/17,$7.99,N/A (N/A),"752 ±1,472",08:13 (08:13),Aerilon Studios,Aerilon Studios,Simulation
1135,"Eat, Sleep, Bet, Repeat","Oct 26, 2017",$12.99,N/A (N/A),"752 ±1,472",02:31 (02:31),Strategic Designs Ltd.,Strategic Designs Ltd.,Simulation
1147,Destination Ares,"Sep 22, 2017",$19.99,N/A (N/A),"752 ±1,472",00:42 (00:42),Patrick Scott,Patrick Scott,Simulation
1154,SCS deORBIT,"Aug 17, 2015",$0.99,N/A (N/A),"752 ±1,472",00:01 (00:01),Zero Dollarz,Zero Dollarz,Simulation
1164,The Western Hunter,08/07/17,$6.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Wisdom Emprie,Wisdom Emprie,Simulation
1232,Domino Dungeon,"Oct 4, 2017",$3.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Russpuppy,Russpuppy,Simulation
1237,Gachimuchi,13/11/17,$0.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Volha,Volha,Simulation
1264,CRAFT BATTLE SIMULATOR,13/06/17,$4.99,N/A (N/A),"752 ±1,472",00:03 (00:03),Theodor Niklas,Theodor Niklas,Simulation
1269,Eastwood VR,"May 15, 2017",$3.99,N/A (N/A),"752 ±1,472",00:42 (00:42),RAV3 Interactive,RAV3 Interactive,Simulation
1276,Airship Commander,"Oct 6, 2016",$9.99,N/A (N/A),"752 ±1,472",00:00 (00:00),CBL Industries,CBL Industries,Simulation
1277,Geo,31/01/17,$8.99,N/A (N/A),"752 ±1,472",77:55 (77:55),Windybeard,Windybeard,Simulation
1285,Colony,29/11/16,$0.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Jamie Cunningham,Varitech,Simulation
1292,CRANGA!: Harbor Frenzy,"Dec 6, 2016",$9.99,N/A (N/A),"752 ±1,472",00:00 (00:00),HandMade Game,HandMade Game,Simulation
1304,Kitty Rescue,01/11/17,$2.99,N/A (N/A),"752 ±1,472",00:29 (00:29),Mesmerise Studios,Mesmerise Global,Simulation
1320,Logos,"Aug 22, 2017",$9.99,N/A (N/A),"752 ±1,472",00:46 (00:46),Logos Universe,Bertalan Zoltán e.v.,Simulation
1336,Slingshot Cowboy VR,28/07/17,$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),BVG Software Group,BVG Software Group,Simulation
1347,Survivor VR,11/07/17,$7.99,N/A (N/A),"752 ±1,472",00:39 (00:39),Lucid Dream Studio,Lucid Dream Studio,Simulation
1351,Block Rocking Beats,30/06/17,$14.99,N/A (N/A),"752 ±1,472",00:00 (00:00),"Sander Sneek, Jochem de Klerk",SNAKE Productions,Simulation
1353,LightStrike,07/03/17,$3.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Groove Jones LLC,Groove Jones LLC,Simulation
1355,Cyberia,"May 17, 2017",$9.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Xatrix Entertainment,Interplay Entertainment Corp.,Simulation
1357,The Writer: A Change Of Identity,"Oct 14, 2016",$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),InvertedHuman,InvertedHuman,Simulation
1360,Fatal Gem VR(The First Match-3 VR Game),23/11/16,$4.99,N/A (N/A),"752 ±1,472",01:02 (01:02),Edougame,Edougame,Simulation
1361,Unveil,"Apr 19, 2016",$14.99,N/A (N/A),"752 ±1,472",00:26 (00:26),Particle Studios,Particle Studios,Simulation
1364,CRAFT: Work VR Shop,"Dec 7, 2016",$6.99,N/A (N/A),"752 ±1,472",00:08 (00:08),CRAFT,CRAFT,Simulation
1380,Super Sports Surgery,22/06/17,$4.99,N/A (N/A),"752 ±1,472",01:43 (01:43),"Badim, Wedoyouplay",Badim,Simulation
1396,Plant This,"Dec 1, 2017",$1.99,N/A (N/A),"752 ±1,472",00:03 (00:03),Matthew.P,Matthew.P,Simulation
1405,Deer Hunter: Reloaded,"Oct 24, 2017",$19.99,N/A (N/A),"752 ±1,472",05:12 (05:12),Game Mechanic Studios,GameMill Entertainment,Simulation
1420,Nudist Beach Survival Simulator,"Sep 28, 2017",$1.99,N/A (N/A),"752 ±1,472",00:07 (00:07),Tornado Games,Tornado Games,Simulation
1443,Attrition: Tactical Fronts,14/07/17,$14.99,N/A (N/A),"752 ±1,472",01:36 (01:36),Cardboard Keep,Cardboard Keep,Simulation
1452,Infinite Scuba,12/01/17,$12.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Cascade Game Foundry SPC,Cascade Game Foundry SPC,Simulation
1456,All-Star Fielding Challenge VR,"Apr 3, 2017",$5.99,N/A (N/A),"752 ±1,472",00:01 (00:01),8-bit development llc,8-bit development llc,Simulation
1460,"Welcome Home, Love",17/03/17,$4.99,N/A (N/A),"752 ±1,472",00:07 (00:07),A Trifle Odd,A Trifle Odd,Simulation
1463,ATLAS,08/01/15,$24.99,N/A (N/A),"752 ±1,472",00:00 (00:00),ARTDINK,Degica,Simulation
1495,DROP VR - AUDIO VISUALIZER,02/11/17,$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),lookcloser,lookcloser,Simulation
1503,One Night You're Crazy,"Sep 21, 2017",$0.99,N/A (N/A),"752 ±1,472",00:04 (00:04),Chris Antoni,Chris Antoni,Simulation
1506,Pawn,"Dec 9, 2016",$6.99,N/A (N/A),"752 ±1,472",01:02 (01:02),ODBear Studios,ODBear Studios,Simulation
1516,Fortune's Tavern - Remastered,"Aug 18, 2017",$5.99,N/A (N/A),"752 ±1,472",04:14 (04:14),FlynnFour Games,FlynnFour Games,Simulation
1528,BusinessMan,28/07/17,$11.99,N/A (N/A),"752 ±1,472",02:26 (02:26),SugGames,SugGames,Simulation
1542,Station 21 - Space Station Simulator,"Apr 8, 2017",$2.99,N/A (N/A),"752 ±1,472",00:09 (00:09),Robert Ferry,Robert Ferry,Simulation
1551,Roadclub: League Racing,08/01/17,$5.99,N/A (N/A),"752 ±1,472",00:34 (00:34),Solid Core,Solid Core,Simulation
1555,Rule with an Iron Fish - A Pirate Fishing Adventure,"Aug 24, 2017",$9.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Kestrel Games,Kestrel Games,Simulation
1565,Hunting Unlimited 2011,"Oct 25, 2016",$9.99,N/A (N/A),"752 ±1,472",00:23 (00:23),ARB Studios,"Retroism, ValuSoft",Simulation
1569,Reef Shot,"Dec 4, 2017",$8.99,N/A (N/A),"752 ±1,472",02:23 (02:23),Nano Games,Nano Games,Simulation
1574,Fart Simulator 2018,"Dec 5, 2017",$1.69,N/A (N/A),"752 ±1,472",00:03 (00:03),SacriFACE Studio,SacriFACE Studio,Simulation
1577,Water Planet,"Oct 5, 2017",$19.99,N/A (N/A),"752 ±1,472",00:00 (00:00),The Revera Corporation,The Revera Corporation,Simulation
1589,In the name of sin,"Oct 29, 2017",$3.99,N/A (N/A),"752 ±1,472",06:05 (06:05),橙光游戏,橙光游戏,Simulation
1594,Within a Rose,"Oct 20, 2017",$7.99,N/A (N/A),"752 ±1,472",01:26 (01:26),RhinoGearz,RhinoGearz,Simulation
1624,Aliens In The Yard,25/07/17,$12.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Fair Games Studio,Fair Games Studio,Simulation
1653,Independence War Deluxe Edition,"Aug 10, 2016",$5.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Particle Systems Ltd.,Atari,Simulation
1677,A Day For A Kitten,29/11/17,$1.99,N/A (N/A),"752 ±1,472",00:15 (00:15),橘喵喵,INDIECN,Simulation
1693,Bad Government,"Sep 29, 2017",$2.99,N/A (N/A),"752 ±1,472",00:30 (00:30),Burgseiten Apps,Burgseiten Apps,Simulation
1727,Flight Unlimited 2K18,20/07/17,$14.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Flight Systems,Flight Systems,Simulation
1749,SCORE,05/07/16,$4.99,N/A (N/A),"752 ±1,472",00:14 (00:14),True Illusion Software,True Illusion Software,Simulation
1782,Lost in Nature,14/03/17,$14.99,N/A (N/A),"752 ±1,472",00:33 (00:33),Moongate Digital,Moongate Digital,Simulation
1817,Global Soccer Manager 2017,"May 24, 2017",$9.99,N/A (N/A),"752 ±1,472",00:25 (00:25),"gsmpcgame, globalsoccermanager, Andrea Hochstein",gsmpcgame,Simulation
1823,Culina: Hands in the Kitchen,11/11/16,$19.99,N/A (N/A),"752 ±1,472",02:42 (02:42),Lakeview Interactive LLC,Lakeview Interactive LLC,Simulation
1835,VeeR Pong,"May 29, 2017",$9.99,N/A (N/A),"752 ±1,472",00:22 (00:22),Ian Slattery,Ian Slattery,Simulation
1866,Banana Town,"Oct 6, 2017",$39.99,N/A (N/A),"752 ±1,472",00:24 (00:24),Joseph MacDonald,Joseph MacDonald,Simulation
1905,Reverence: The Ultimate Combat Experience,"Sep 13, 2016",$14.99,N/A (N/A),"752 ±1,472",00:48 (00:48),Mantis Studios,Mantis Studios,Simulation
1908,Maximum Archery The Game,"Oct 14, 2016",$4.99,N/A (N/A),"752 ±1,472",01:01 (01:01),Max Apps LLC,Max Apps LLC,Simulation
1912,R.C. Bot Inc.,29/07/16,$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Blue Budgie Studios,Blue Budgie Studios,Simulation
1950,PeoplePackages,07/11/17,$0.99,N/A (N/A),"752 ±1,472",00:00 (00:00),StalkerAlex,StalkerAlex.,Simulation
1965,MEMETYPER,"Sep 27, 2017",$0.99,N/A (N/A),"752 ±1,472",00:04 (00:04),Yury Chadaev,Lab-mobil,Simulation
1976,Sort 'Em,01/03/17,$2.99,N/A (N/A),"752 ±1,472",00:05 (00:05),PeanutButter VR,PeanutButter VR,Simulation
1978,VR Crane Master,"Aug 9, 2017",$4.99,N/A (N/A),"752 ±1,472",00:19 (00:19),RealityBusters.co,MoreFromIT Sp. z o.o.,Simulation
1986,Pe-2: Dive Bomber,"Aug 6, 2014",$9.99,N/A (N/A),"752 ±1,472",00:11 (00:11),Polynetix Studio,Polynetix Studio,Simulation
2005,Osy Osmosis,20/03/17,$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Cogent Education,Cogent Education,Simulation
2042,MahJong,08/11/17,$4.99,N/A (N/A),"752 ±1,472",00:00 (00:00),baKno Games,baKno Games,Simulation
2069,Racket Fury: Table Tennis VR,09/11/17,$9.99,89% (94%),"752 ±1,472",00:41 (00:41),10Ants Hill,10Ants Hill,Simulation
2075,Batter Up! VR,17/07/17,$9.99,N/A (N/A),"752 ±1,472",00:31 (00:31),Polygon Dust Entertainment Ltd.,Polygon Dust Entertainment Ltd.,Simulation
2091,Pony World 2,"Apr 7, 2017",$2.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Play Publishing,Play Publishing,Simulation
2102,Gun Range VR,12/07/16,$1.99,N/A (N/A),"752 ±1,472",00:12 (00:12),Jeffrey Cretin,Limited Resources,Simulation
2111,SpaceJourney VR,"Feb 5, 2017",$3.99,N/A (N/A),"752 ±1,472",00:28 (00:28),GEESCAN,GEESCAN,Simulation
2113,Frantic Freighter,"Aug 29, 2016",$2.99,N/A (N/A),"752 ±1,472",00:02 (00:02),Phr00t's Software,Phr00t's Software,Simulation
2119,The Love Boat,"Dec 1, 2017",$12.99,N/A (N/A),"752 ±1,472",20:14 (20:14),Cateia,GameHouse,Simulation
2136,Pinball Deluxe: Reloaded,"Oct 6, 2017",$7.99,N/A (N/A),"752 ±1,472",32:30 (32:30),Made of Bits,Made of Bits,Simulation
2155,Pong Champion VR,26/07/16,$9.99,N/A (N/A),"752 ±1,472",00:06 (00:06),DegaSolutions,DegaSolutions,Simulation
2172,Tactics: Bludgeons Blessing,04/07/17,$9.99,N/A (N/A),"752 ±1,472",00:03 (00:03),Capt. McCay Soft,Capt. McCay Soft,Simulation
2179,Adventurous Life VR,"Sep 16, 2016",$3.74,N/A (N/A),"752 ±1,472",00:00 (00:00),JaudaLabs,JaudaLabs,Simulation
2197,Drums Hero,23/03/17,$19.99,N/A (N/A),"752 ±1,472",01:23 (01:23),"Player Of Music Technology Co.,Ltd","Player Of Music Technology Co.,Ltd",Simulation
2244,Song Samurai,"Aug 15, 2017",$4.99,N/A (N/A),"752 ±1,472",00:29 (00:29),"Jake Overall, Mark Ohnsman, Josh Olds, Matthew Overall, Jaime Madsen, Gunnar Anderson, Aaron Kim",CodeWorks,Simulation
2258,VR SHOOT AROUND - Realistic basketball simulator -,12/07/17,$4.99,N/A (N/A),"752 ±1,472",00:16 (00:16),BoninblueDesignLab,BoninblueDesignLab,Simulation
2272,Gluon,"May 2, 2017",$3.99,N/A (N/A),"752 ±1,472",01:50 (01:50),Fastbird Dev Studio,Fastbird Dev Studio,Simulation
2312,Polywings,"Oct 3, 2016",$4.99,N/A (N/A),"752 ±1,472",00:06 (00:06),Mariano Larronde,Mariano Larronde,Simulation
2341,Baseball Mogul 2017,"Aug 8, 2017",$29.99,N/A (N/A),"752 ±1,472",02:09 (02:09),"Sports Mogul, Inc.","Sports Mogul, Inc.",Simulation
2380,Draft Day Sports College Basketball 3,20/11/15,$19.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Wolverine Studios,Viva Media,Simulation
2382,NIGHTSTAR: Rogue Wings,30/03/17,$9.99,N/A (N/A),"752 ±1,472",00:07 (00:07),SOLIDMESH,SOLIDMESH,Simulation
2408,Escape: Sierra Leone,"Dec 5, 2016",$9.99,N/A (N/A),"752 ±1,472",04:31 (04:31),Reborn Games Inc.,Reborn Games Inc.,Simulation
2411,ShadowCore VR,01/11/17,$9.79,N/A (N/A),"752 ±1,472",00:11 (00:11),Serebrum Lab,"Silverstar Network Technology Co.,Ltd., Serebrum Lab",Simulation
2423,Starfighter Origins,"Apr 25, 2017",$19.99,N/A (N/A),"752 ±1,472",00:00 (00:00),ShaunTWilliams,MAVR,Simulation
2427,No King No Kingdom,21/11/17,$14.99,N/A (N/A),"752 ±1,472",02:22 (02:22),Solomakha Taras,Solomakha Taras,Simulation
2455,Tribe Of Pok,"Aug 23, 2016",$9.99,N/A (N/A),"752 ±1,472",00:37 (00:37),Poking Water Games,Poking Water Games,Simulation
2463,WarBirds Dogfights 2016,14/01/16,$19.99,N/A (N/A),"752 ±1,472",00:00 (00:00),iEntertainment Network Inc,iEntertainment Network Inc,Simulation
2471,Shopping Tycoon,"Sep 12, 2017",$9.99,N/A (N/A),"752 ±1,472",01:14 (01:14),DreamsSoftGames,DreamsSoftGames,Simulation
2473,Island Simulator 2016,28/11/16,$4.99,N/A (N/A),"752 ±1,472",00:08 (00:08),Silverline Studios,Silverline Studios,Simulation
2481,Anomalie,03/06/16,$4.99,N/A (N/A),"752 ±1,472",00:13 (00:13),Krush Technologies,Krush Technologies,Simulation
2492,Seasteader,"Feb 24, 2017",$29.99,N/A (N/A),"752 ±1,472",00:54 (00:54),Cosy Goat,Cosy Goat,Simulation
2519,ArsonVille,24/11/16,$3.99,N/A (N/A),"752 ±1,472",00:40 (00:40),Slavitica,Slavitica,Simulation
2533,"Imhotep, Pyramid Builder","May 6, 2016",$7.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Game Studio Abraham Stolk Inc.,Game Studio Abraham Stolk Inc.,Simulation
2545,Garden Tale,"Sep 13, 2017",$9.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Bonion Games,AGM PLAYISM,Simulation
2569,Battle Tank Armada,"Sep 29, 2016",$4.99,N/A (N/A),"752 ±1,472",00:06 (00:06),Ragnar,Ragnar,Simulation
2574,VR Audio Visualizer,"Feb 24, 2017",$1.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Weekend Soft,Weekend Soft,Simulation
2580,Tank Universal 2,"Oct 13, 2016",$14.99,N/A (N/A),"752 ±1,472",01:24 (01:24),Phil Jones,Dialogue Design,Simulation
2586,Awe of Despair,22/11/17,$15.99,N/A (N/A),"752 ±1,472",00:00 (00:00),Reliant,Reliant,Simulation
2597,Range Day VR,"Aug 9, 2017",$17.99,N/A (N/A),"752 ±1,472",01:03 (01:03),Invidious Studios,Invidious Studios,Simulation
