#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
2555,Huge Bang Bang,"Oct 3, 2017",$12.99,N/A (N/A),"3,006 ±2,944",03:03 (05:37),Palomino Studio,Palomino Studio,RPG
250,The Real Texas,12/07/16,$14.99,N/A (N/A/74%),"2,833 ±2,096",00:54 (00:53),Kitty Lambda Games Inc.,Kitty Lambda Games Inc.,RPG
639,C-Wars,"Aug 13, 2015",$12.99,23% (66%),"2,833 ±2,096",00:00 (00:00),Onipunks Studio Inc.,Onipunks Studio Inc.,RPG
1881,Hello Charlotte,21/11/16,$4.99,N/A (N/A),"2,833 ±2,096",03:54 (04:45),etherane,etherane,RPG
530,Dark Quest 2,07/11/16,$12.99,46% (80%),"2,757 ±1,705",03:31 (04:04),Brain Seal Ltd,Brain Seal Ltd,RPG
541,Mars 2030,11/03/16,$4.99,N/A (N/A),"2,757 ±1,705",01:31 (01:23),Advent RPG,Advent RPG,RPG
559,Magical Mysteries: Path of the Sorceress,"Aug 18, 2017",$4.99,N/A (N/A),"2,757 ±1,705",03:15 (03:23),Alder Games,Alder Games,RPG
595,Tokyo Xanadu eX+,"Dec 8, 2017",$53.99,89% (94%),"2,757 ±1,705",07:23 (12:44),Nihon Falcom,Aksys Games,RPG
656,Cards of Cthulhu,"Oct 11, 2016",$2.99,N/A (N/A),"2,757 ±1,705",02:07 (01:32),Awoker Games,Awoker Games,RPG
761,Fantasya Final Definitiva REMAKE,"Sep 14, 2017",Free,N/A (N/A),"2,757 ±1,705",00:07 (00:08),CleanWaterSoft,CleanWaterSoft,RPG
764,Killers and Thieves,"May 23, 2017",$19.99,9% (51%),"2,757 ±1,705",03:30 (04:43),Alex Thomas,Stoic,RPG
841,Consummate:Missing World,21/07/17,$2.99,95% (96%),"2,757 ±1,705",02:20 (01:17),一次元创作组,一次元创作组,RPG
873,Event Horizon,"Apr 30, 2016",$5.99,N/A (N/A),"2,757 ±1,705",11:20 (11:20),Pavel Zinchenko,Pavel Zinchenko,RPG
963,Escape From Nazi Labs,08/11/16,$4.99,N/A (N/A),"2,757 ±1,705",03:21 (03:09),Manic Mind Game Lab,Manic Mind Game Lab,RPG
970,(Chinese PaladinSword and Fairy 6),14/11/17,$14.99,N/A (N/A),"2,757 ±1,705",06:38 (06:31),SOFTSTAR ENTERTAINMENT INC.,SOFTSTAR ENTERTAINMENT INC.,RPG
979,Sabres of Infinity,29/03/16,$3.99,89% (94%),"2,757 ±1,705",06:06 (08:18),Hosted Games,Hosted Games,RPG
1062,Thieves' Gambit: The Curse of the Black Cat,"Oct 17, 2014",$2.99,N/A (N/A),"2,757 ±1,705",02:24 (02:12),Choice of Games,Choice of Games,RPG
1133,Wizrogue - Labyrinth of Wizardry,"Feb 24, 2017",$11.99,29% (71%),"2,757 ±1,705",01:49 (01:51),Taito,Forever Entertainment S. A.,RPG
1190,Beyond the Sunset,"Oct 5, 2017",$1.99,97% (97%),"2,757 ±1,705",00:52 (00:34),凝冰剑斩,凝冰剑斩,RPG
1293,RPG Fighter League,11/11/16,$2.99,N/A (N/A),"2,757 ±1,705",02:24 (01:22),Owl Green Sea,Owl Green Sea,RPG
1308,Knights of Galiveth,"May 1, 2017",$0.79,N/A (N/A),"2,757 ±1,705",01:49 (01:31),"LunarCore Games LLC, Challudym",LunarCore Games LLC,RPG
1313,GOKEN,"Sep 28, 2017",$19.99,N/A (N/A),"2,757 ±1,705",04:00 (03:48),GIANTY Inc.,GIANTY Inc.,RPG
1339,Sentry Knight Tactics,"Oct 3, 2016",$4.99,36% (75%),"2,757 ±1,705",09:04 (15:16),"Tyler Myers, Justin Wolf",Armor Games Studios,RPG
1351,Uncharted Waters II / II,"Oct 17, 2017",$12.99,N/A (N/A),"2,757 ±1,705",16:51 (21:44),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",RPG
1567,Realms of Arkania: Star Trail,"Aug 10, 2017",$29.99,53% (83%),"2,757 ±1,705",06:14 (11:31),Crafty Studios,United Independent Entertainment GmbH,RPG
1624,Dungeon League,23/07/15,$9.99,N/A (N/A),"2,757 ±1,705",01:24 (01:46),Achebit,Surprise Attack,RPG
1712,Samurai of Hyuga,"Sep 16, 2016",$3.99,N/A (N/A),"2,757 ±1,705",03:58 (03:46),Hosted Games,Hosted Games,RPG
1740,XO-Planets,"Apr 21, 2016",$7.99,N/A (N/A),"2,757 ±1,705",03:28 (04:31),Bohfam,Bohfam,RPG
2064,OreLight,29/06/15,$14.99,3% (37%),"2,757 ±1,705",02:11 (01:46),GeekBeach,GeekBeach,RPG
2244,STELLATUM,"Sep 15, 2017",$6.99,23% (66%),"2,757 ±1,705",01:57 (02:40),Alexander Byzov,Alexander Byzov,RPG
2282,Lost Dimension,"Oct 30, 2017",$24.99,N/A (N/A),"2,757 ±1,705",11:42 (10:59),FURYU Corporation,Ghostlight LTD,RPG
2304,2017 VR,"May 8, 2017",$19.99,34% (74%),"2,757 ±1,705",07:59 (01:17),Tungsten Games,Tungsten Games,RPG
2526,The Lost Heir: The Fall of Daria,29/01/16,$3.99,N/A (N/A),"2,757 ±1,705",03:57 (04:27),Hosted Games,Hosted Games,RPG
2653,Lifestream - A Haunting Text Adventure,"Sep 19, 2016",$2.99,N/A (N/A),"2,757 ±1,705",05:14 (05:13),Storycentric Worlds,Unimatrix Productions,RPG
2768,Vilmonic,15/06/16,$9.99,N/A (N/A),"2,757 ±1,705",01:57 (03:46),Bludgeonsoft,Bludgeonsoft,RPG
2818,Badiya,11/11/16,$19.99,19% (63%),"2,757 ±1,705",01:56 (02:43),Semaphore,Semaphore,RPG
2832,Shadowhand,"Dec 7, 2017",$13.49,81% (92%),"2,757 ±1,705",05:09 (05:36),Grey Alien Games,Positech Games,RPG
2897,HACK_IT,"May 5, 2016",$4.99,1% (22%),"2,757 ±1,705",00:43 (01:03),Dan_D,Dan_D,RPG
637,Seinarukana -The Spirit of Eternity Sword 2-,26/01/17,$29.99,N/A (N/A),"2,481 ±1,618",02:07 (01:19),Xuse,JAST USA,RPG
670,Sphinx and the Cursed Mummy,10/11/17,$14.99,89% (94%),"2,481 ±1,618",08:37 (09:03),"Eurocom, THQ Nordic",THQ Nordic,RPG
790,ShineG In The Zombies,"Aug 25, 2017",$1.99,N/A (N/A),"2,481 ±1,618",01:54 (01:44),GaluluGame,GaluluGame,RPG
872,Asyula,"Aug 9, 2017",$1.99,89% (94%),"2,481 ±1,618",01:21 (01:43),ShiinaYashiro,ShiinaYashiro,RPG
901,The New Queen,13/01/17,$7.99,N/A (N/A),"2,481 ±1,618",06:48 (06:35),Warfare Studios,Warfare Studios,RPG
954,BADASS,"Apr 7, 2017",$4.99,N/A (N/A),"2,481 ±1,618",01:44 (02:24),Toothless T-Rex,大きくて強い,RPG
960,Deadstone,12/11/14,$7.99,N/A (N/A),"2,481 ±1,618",02:57 (05:29),Timeslip Softworks,Timeslip Softworks,RPG
998,Plexus,31/07/17,$6.99,N/A (N/A),"2,481 ±1,618",00:00 (00:00),Plexus team,Plexus team,RPG
1367,Titanis,08/06/15,$4.99,N/A (N/A),"2,481 ±1,618",00:00 (00:00),Silver Goblet Games,Silver Goblet Games,RPG
1393,Aselia the Eternal -The Spirit of Eternity Sword-,"Apr 29, 2016",$14.99,N/A (N/A),"2,481 ±1,618",05:03 (04:48),Xuse,JAST USA,RPG
1563,The Hero Project: Redemption Season,"Apr 8, 2016",$5.99,21% (64%),"2,481 ±1,618",11:34 (12:16),Choice of Games,Choice of Games,RPG
1570,Heavy Destinies,01/11/17,$3.99,N/A (N/A),"2,481 ±1,618",00:00 (00:00),MarksApp,MarksApp,RPG
1620,Combat Cats,26/06/15,$2.99,N/A (N/A),"2,481 ±1,618",00:25 (00:15),Dingo Dango,Dingo Dango,RPG
1780,Card Quest,07/11/17,$9.99,92% (95%),"2,481 ±1,618",06:27 (04:43),WinterSpring Games,Black Shell Media,RPG
1944,Bot Colony,16/06/14,$14.99,N/A (N/A),"2,481 ±1,618",03:33 (03:54),North Side,North Side,RPG
2119,Tkl Online,27/01/15,$7.99,N/A (N/A),"2,481 ±1,618",00:35 (00:45),KURONEKO SOFT,KURONEKO SOFT,RPG
2284,The Hole Story,13/07/15,$4.99,N/A (N/A),"2,481 ±1,618",03:31 (03:40),"LearnDistrict Inc., The Negatives",LearnDistrict Inc.,RPG
2325,Super Dungeon Master,"Oct 14, 2017",Free,N/A (N/A),"2,481 ±1,618",00:02 (00:02),Dave Gumble,Dave Gumble,RPG
2357,Mervils: A VR Adventure,"Oct 25, 2016",$19.99,N/A (N/A),"2,481 ±1,618",01:44 (02:00),VitruviusVR,VitruviusVR,RPG
2537,Ultimate Space Commando,"May 12, 2015",$9.99,N/A (N/A),"2,481 ±1,618",04:14 (07:57),Creatio 49,Angry Cat Ltd.,RPG
2678,Nusakana,19/11/15,$8.99,N/A (N/A),"2,481 ±1,618",68:17 (89:45),Studio Namaapa,Studio Namaapa,RPG
2840,System Goose Overload,"Aug 4, 2017",Free,N/A (N/A),"2,481 ±1,618",00:16 (00:16),Joseph Calabro,Joseph Calabro,RPG
2884,The Doorbreaker,"Oct 17, 2017",$0.99,N/A (N/A),"2,481 ±1,618",00:01 (00:00),Meepower,Meepower,RPG
2965,Ratings War,"Oct 2, 2015",$4.99,42% (78%),"2,481 ±1,618",03:14 (03:19),Choice of Games,Choice of Games,RPG
653,Cardinal Quest 2,23/11/15,$14.99,N/A (N/A),"2,429 ±1,940",01:15 (01:52),Randomnine Ltd,Randomnine Ltd,RPG
891,Silver Bullet: Prometheus,"Apr 8, 2016",$4.99,N/A (N/A),"2,429 ±1,940",02:07 (02:44),Byulbram,Byulbram Studio,RPG
926,Uncharted Waters /,"Apr 18, 2017",$12.99,N/A (N/A),"2,429 ±1,940",00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",RPG
1375,Celestial Tear: Demon's Revenge,19/11/15,$5.99,N/A (N/A),"2,429 ±1,940",02:56 (02:48),"White Guardian Studios, LLC",Degica,RPG
1448,MINDNIGHT,"Aug 4, 2017",Free,89% (94%),"2,429 ±1,940",01:10 (01:10),No Moon,No Moon,RPG
2056,DUNGEONS OF CHAOS,"Sep 15, 2017",$8.99,N/A (N/A),"2,429 ±1,940",62:31 (98:48),Volker Elzner,Volker Elzner,RPG
2576,ALFINE,11/11/16,$14.99,N/A (N/A),"2,429 ±1,940",04:05 (03:05),CrimsonRabbit,Sekai Project,RPG
2703,Songs of Araiah: Re-Mastered Edition,"Oct 13, 2017",$14.99,N/A (N/A),"2,429 ±1,940",03:36 (03:35),vNovel Interactive / Team BG,Sometimes You,RPG
2745,Rogue Islands,"Sep 12, 2017",$19.99,N/A (N/A),"2,429 ±1,940",00:54 (00:58),"Big Fat Alien, Blue Sock Studios",Keystone Games,RPG
664,Dujanah,"Sep 19, 2017",$8.99,N/A (N/A),"2,255 ±2,549",04:55 (04:55),J. King-Spooner,erm...,RPG
1863,Age of Fear 3: The Legend,"Sep 1, 2017",$19.99,N/A (N/A),"2,255 ±2,549",04:38 (06:55),Leslaw Sliwko,Age of Fear,RPG
2018,Hellenica,23/01/17,$19.99,N/A (N/A),"2,255 ±2,549",05:16 (10:16),The Dragonloft,The Dragonloft,RPG
2475,Loot or Die,"Sep 13, 2016",$1.99,N/A (N/A),"2,255 ±2,549",02:44 (04:02),Chris Antoni,Chris Antoni,RPG
348,Fall of Light,"Sep 28, 2017",$14.99,36% (75%/69%),"2,206 ±1,525",00:25 (00:25),RuneHeads,1C Company,RPG
483,Hard to Be a God,"Aug 24, 2015",$7.99,N/A (N/A/55%),"2,206 ±1,525",03:51 (03:39),Burut CT,Akella,RPG
485,Freaky Awesome,"Oct 18, 2017",$9.99,40% (77%/54%),"2,206 ±1,525",03:07 (05:27),Mandragora,Mandragora,RPG
527,Revolution : Virtual Playspace,"Oct 5, 2016",$19.99,N/A (N/A),"2,206 ±1,525",04:44 (05:19),Dragom,Dragom,RPG
581,The World II: Hunting BOSS,07/11/14,$1.99,9% (51%),"2,206 ±1,525",00:47 (00:36),Good Games,Good Games,RPG
596,Remaya Idle,20/11/17,$2.99,N/A (N/A),"2,206 ±1,525",33:28 (35:37),Wurrad,Wurrad,RPG
913,Alcatraz: VR Escape Room,"Dec 27, 2016",$4.99,N/A (N/A),"2,206 ±1,525",01:24 (01:42),OriginsVR,OriginsVR,RPG
1143,Malevolence: The Sword of Ahkranox,"May 9, 2014",$19.99,N/A (N/A),"2,206 ±1,525",07:25 (15:24),Visual Outbreak,Visual Outbreak,RPG
1245,Choice of Rebels: Uprising,09/11/17,$6.99,N/A (N/A),"2,206 ±1,525",06:44 (06:13),Choice of Games,Choice of Games,RPG
1399,Strangers in a Strange Land,27/07/17,$4.99,N/A (N/A),"2,206 ±1,525",02:20 (01:48),SOMG,SOMG,RPG
1405,Jade's Journey,"Dec 9, 2016",$3.99,N/A (N/A),"2,206 ±1,525",02:47 (03:42),Warfare Studios,Warfare Studios,RPG
1422,Arvale,"Aug 14, 2015",$0.99,N/A (N/A),"2,206 ±1,525",03:55 (05:10),Jaybot7,Aldorlea Games,RPG
1424,Arena Hero,13/01/17,$9.99,N/A (N/A),"2,206 ±1,525",02:22 (01:59),Super Squared,Super Squared,RPG
1549,The Ember Saga: A New Fire,"Aug 26, 2016",$6.99,N/A (N/A),"2,206 ±1,525",05:14 (04:00),Forthright Casual Games,"Forthright Entertainment, LLC",RPG
1550,Fantasia of the Wind -,"Oct 25, 2017",$3.99,95% (96%),"2,206 ±1,525",01:54 (01:56),Fantasia Studio,Fantasia Studio,RPG
1556,Deep Sky Derelicts,15/11/17,$15.99,92% (95%),"2,206 ±1,525",02:38 (03:30),Snowhound Games,1C Company,RPG
1674,Oblivion Tesseract VR,"Apr 19, 2017",Free,N/A (N/A),"2,206 ±1,525",00:09 (00:03),Epotech,Epotech,RPG
1675,Falling Skies: The Game,"Sep 30, 2014",$2.99,5% (43%),"2,206 ±1,525",17:22 (02:26),Torus Games,Little Orbit,RPG
1704,Card Dungeon,02/06/15,$5.99,N/A (N/A),"2,206 ±1,525",01:02 (01:14),Playtap Games,Playtap Games,RPG
1753,Void Raiders,14/06/16,$4.99,N/A (N/A),"2,206 ±1,525",03:43 (02:36),Tryzna83,Tryzna83,RPG
1861,Fated Souls 2,"Dec 2, 2016",$8.99,N/A (N/A),"2,206 ±1,525",02:31 (01:54),Warfare Studios,Aldorlea Games,RPG
1894,Dragon Fantasy: The Volumes of Westeria,"Apr 9, 2015",$9.99,N/A (N/A),"2,206 ±1,525",03:21 (03:15),Muteki,Choice Provisions,RPG
1924,I Am Caligula,25/03/16,$0.99,N/A (N/A),"2,206 ±1,525",05:03 (07:39),Seraphim Creations,Seraphim Creations,RPG
1934,Soul Locus,"Apr 30, 2015",$9.99,N/A (N/A),"2,206 ±1,525",04:02 (06:04),Fat Loot Games,Fat Loot Games,RPG
2010,Star Vikings Forever,"Oct 6, 2016",$9.99,N/A (N/A),"2,206 ±1,525",00:59 (00:43),Rogue Snail,Akupara Games,RPG
2247,Eternal Maze,"Sep 11, 2017",$0.99,N/A (N/A),"2,206 ±1,525",00:00 (00:00),Spike Nail Studio,FredBear Games Limited,RPG
2486,Throbax TD,05/11/15,$2.99,N/A (N/A),"2,206 ±1,525",03:10 (04:39),Unterrainer Informatik OG,Unterrainer Informatik OG,RPG
2513,FLAMBERGE,25/03/15,$9.99,N/A (N/A),"2,206 ±1,525",01:22 (01:41),Hydezeke,Hydezeke,RPG
2624,Tales of the Lumminai,"Dec 8, 2017",$6.29,N/A (N/A),"2,206 ±1,525",03:48 (02:31),SenRufu Studios,Sometimes You,RPG
2796,Boyar,"Dec 14, 2016",$0.99,N/A (N/A),"2,206 ±1,525",01:04 (01:22),Indie Dynamics,Indie Dynamics,RPG
2819,Fatehaven,"Sep 16, 2016",$3.99,N/A (N/A),"2,206 ±1,525",06:04 (05:40),Hosted Games,Hosted Games,RPG
2977,Tales of Aravorn: Seasons Of The Wolf,15/01/15,$24.99,N/A (N/A),"2,206 ±1,525",18:27 (18:22),Winter Wolves,Winter Wolves,RPG
2979,Sunrise: survival,"Aug 3, 2017",$3.99,11% (53%),"2,206 ±1,525",26:31 (53:24),Fedorov Ilya & Andrew Konovalov,Fedorov Ilya & Andrew Konovalov,RPG
504,Line Of Defense Tactics - Tactical Advantage,17/03/14,$9.99,N/A (N/A/47%),"2,024 ±1,771",00:27 (00:23),3000AD,3000AD,RPG
587,Death Pirate,08/06/15,$3.99,N/A (N/A),"2,024 ±1,771",03:43 (03:25),Singe Studio,Singe Studio,RPG
771,The Rise of Captain Longbeard,"Oct 19, 2016",N/A,N/A (N/A),"2,024 ±1,771",01:22 (01:01),Colopl NI,Colopl NI,RPG
789,Light Apprentice - The Comic Book RPG,10/11/17,$9.99,N/A (N/A),"2,024 ±1,771",04:23 (07:04),Amazu Media,Amazu Media,RPG
1612,Adventure Craft,05/07/17,$14.99,N/A (N/A),"2,024 ±1,771",03:43 (01:53),Edible Entertainment,Edible Entertainment,RPG
1676,FARIA: Ghosts of the Stream,"Aug 4, 2016",$0.99,N/A (N/A),"2,024 ±1,771",03:39 (04:44),Faria,Faria,RPG
1775,Fatal Theory,"Sep 14, 2016",$4.99,N/A (N/A),"2,024 ±1,771",00:00 (00:00),2 Hit Studio,2 Hit Studio,RPG
1785,Alvora Tactics,01/06/17,$9.99,N/A (N/A),"2,024 ±1,771",02:52 (05:30),Rad Codex,Rad Codex,RPG
1932,Mind Zero,08/03/16,$19.99,6% (44%),"2,024 ±1,771",02:53 (02:02),"Acquire, Zerodiv",Aksys Games,RPG
1945,Deep Dark Dungeon,"May 5, 2017",$9.99,N/A (N/A),"2,024 ±1,771",00:51 (01:13),GlassCats,PsychoFlux Entertainment,RPG
1968,Stonekeep,24/03/17,$9.99,N/A (N/A),"2,024 ±1,771",92:01 (92:00),Interplay,Interplay,RPG
2177,Monsters' Den: Book of Dread,19/07/16,$4.99,N/A (N/A),"2,024 ±1,771",08:00 (10:21),Monstrum,Monstrum,RPG
2518,Sangokushi Eiketsuden /,"Aug 29, 2017",$12.99,N/A (N/A),"2,024 ±1,771",11:18 (05:39),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",RPG
2603,Slayer Shock,"Sep 29, 2016",$19.99,14% (58%),"2,024 ±1,771",03:34 (03:32),Minor Key Games,Minor Key Games,RPG
2616,Zone 22,31/07/15,$7.99,N/A (N/A),"2,024 ±1,771",00:30 (00:15),Nordic Legacy,Nordic Legacy,RPG
2770,- Occult preRaise -,07/11/17,$5.99,N/A (N/A),"2,024 ±1,771",00:00 (00:00),Arcane Raise,ArcaneRaise,RPG
2804,Sons of Triskelion,"Apr 11, 2017",$0.79,N/A (N/A),"2,024 ±1,771",02:00 (01:04),Warfare Studios,Warfare Studios,RPG
2861,The Eagle's Heir,30/03/17,$5.99,N/A (N/A),"2,024 ±1,771",02:50 (04:38),Choice of Games,Choice of Games,RPG
554,Girls and Dungeons,"Sep 8, 2017",$2.99,N/A (N/A),"1,930 ±1,427",01:38 (02:33),Nebelsoft,Top Hat Studios Inc,RPG
567,Metaverse,"Apr 5, 2016",$19.99,7% (46%),"1,930 ±1,427",02:14 (02:09),"Metaware Limited, LLC","Metaware Limited, LLC",RPG
727,Heroes of Arca,"Feb 16, 2017",$5.99,N/A (N/A),"1,930 ±1,427",06:16 (06:02),IMPIRESOFT,IMPIRESOFT,RPG
919,BACK TO THE EGG!,"Sep 11, 2017",$4.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),JaudaLabs,JaudaLabs,RPG
924,AirMech Wastelands,24/11/17,$19.99,N/A (N/A),"1,930 ±1,427",05:58 (04:34),Carbon Games,Carbon Games,RPG
976,Warbanners,"Oct 18, 2017",$19.99,40% (77%),"1,930 ±1,427",10:28 (12:26),Crasleen Games,Crasleen Games,RPG
1076,Archangel,22/07/17,$1.99,N/A (N/A),"1,930 ±1,427",00:17 (00:05),Frogames,"Juan Gabriel Gomila, Benjamin Miró",RPG
1260,Darkest Hunters,"Sep 27, 2017",$5.99,N/A (N/A),"1,930 ±1,427",05:00 (05:00),"ECC GAMES, Ultimate Games S.A.",Ultimate Games S.A.,RPG
1522,Grimoire Chronicles,"Apr 20, 2017",$3.99,N/A (N/A),"1,930 ±1,427",01:46 (01:46),Warfare Studios,Warfare Studios,RPG
1618,20something,26/01/17,$2.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),Jake Tucker,Jake Tucker,RPG
1633,Defenders of Tetsoidea II,29/11/17,Free,N/A (N/A),"1,930 ±1,427",02:53 (01:36),Brewsterland Studios,Brewsterland Studios,RPG
1721,TAIKER,30/11/16,$9.99,N/A (N/A),"1,930 ±1,427",01:25 (01:12),Team 4U,Team 4U,RPG
1819,Art of Guile,"Aug 11, 2017",$5.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),Unphysical Machinery,Unphysical Machinery,RPG
1855,ZombieFight VR,15/06/17,$19.99,N/A (N/A),"1,930 ±1,427",02:00 (03:51),"Beijing Elysium Interactive Technology Co.,Ltd.","Beijing Elysium Interactive Technology Co.,Ltd.",RPG
1857,Devoured Time,"Aug 8, 2016",$3.99,N/A (N/A),"1,930 ±1,427",01:17 (00:51),CRACKED PISTON LLC 2014,CRACKED PISTON LLC 2014,RPG
1896,Shattered God - Quest for the Divine Relic,26/06/17,$4.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),Ithiro Sumi,Ithiro Sumi,RPG
1937,Cladun Returns: This Is Sengoku! /,06/06/17,$39.99,N/A (N/A),"1,930 ±1,427",07:48 (04:04),"Nippon Ichi Software, Inc.","NIS America, Inc.",RPG
2043,Custom Town,"Aug 24, 2016",$0.99,N/A (N/A),"1,930 ±1,427",00:02 (00:01),CFM,CFM,RPG
2076,Devil Sealing Stone,"Apr 11, 2016",$7.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),WJLE GAME,WJLE GAME,RPG
2198,Spiritual Warfare & Wisdom Tree Collection,"Apr 25, 2017",$7.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),Wisdom Tree,Piko Interactive LLC,RPG
2292,Witch and Hero(),"Apr 21, 2016",$4.99,N/A (N/A),"1,930 ±1,427",05:17 (04:45),"FK Digital, Flyhigh Works","Flyhigh Works, CIRCLE Entertainment",RPG
2316,Wanderlust,01/11/17,$7.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),Eternity Studios,Eternity Studios,RPG
2352,March of Empires,"Dec 11, 2017",Free,N/A (N/A),"1,930 ±1,427",00:21 (00:12),Gameloft,Gameloft,RPG
2386,The Lost Heir 2: Forging a Kingdom,29/01/16,$3.99,N/A (N/A),"1,930 ±1,427",03:05 (03:26),Hosted Games,Hosted Games,RPG
2439,Regions Of Ruin,"Oct 5, 2017",$16.99,99% (98%),"1,930 ±1,427",04:13 (05:20),Vox,"Poysky Productions, Phangd",RPG
2448,Sydney's World,"Feb 1, 2016",$4.99,N/A (N/A),"1,930 ±1,427",03:11 (04:09),Wise Dad Games,Wise Dad Games,RPG
2553,D.N.Age,29/07/16,$4.99,N/A (N/A),"1,930 ±1,427",01:14 (01:16),REMIMORY,REMIMORY,RPG
2592,Guns of Infinity,29/03/16,$4.99,N/A (N/A),"1,930 ±1,427",05:39 (08:38),Hosted Games,Hosted Games,RPG
2859,- Occult Raise -,"Aug 8, 2017",$5.99,N/A (N/A),"1,930 ±1,427",00:00 (00:00),Arcane Raise,ArcaneRaise,RPG
2862,Dark Descent: The Blue Rose,20/07/17,Free,N/A (N/A),"1,930 ±1,427",00:02 (00:00),Steve Antoniadis,Minibrute Games,RPG
2890,Dad Quest,"Feb 23, 2017",$7.99,N/A (N/A),"1,930 ±1,427",01:53 (02:06),Sundae Month,Excalibur Games,RPG
2904,Landless,"May 10, 2017",$14.99,23% (66%),"1,930 ±1,427",11:26 (24:04),CodeBullet,CodeBullet,RPG
2933,Path to the Sky,"Feb 2, 2016",$9.99,N/A (N/A),"1,930 ±1,427",01:01 (01:41),DEKDEV,DEKDEV,RPG
2954,Taikou Risshiden /,"Apr 18, 2017",$12.99,N/A (N/A),"1,930 ±1,427",03:41 (02:27),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",RPG
2980,Hurricane,06/03/17,$1.39,N/A (N/A),"1,930 ±1,427",10:43 (17:43),Because I Can,Because I Can,RPG
875,EVIL STAR,06/11/17,$1.99,N/A (N/A),"1,654 ±1,321",00:45 (00:29),ZOV GAME STUDIO,ZOV GAME STUDIO,RPG
897,Second Death,"Aug 17, 2016",$2.99,N/A (N/A),"1,654 ±1,321",00:00 (00:00),Evan Wagstaff,Evan Wagstaff,RPG
916,Quest Hunter,31/07/17,$14.99,51% (82%),"1,654 ±1,321",01:49 (02:15),2 Zombie Games,2 Zombie Games,RPG
943,Cannonfire Concerto,"Dec 8, 2016",$3.99,N/A (N/A),"1,654 ±1,321",04:44 (04:46),Choice of Games,Choice of Games,RPG
1008,The Last Cargo,04/03/17,$9.99,N/A (N/A),"1,654 ±1,321",03:48 (04:52),Ehnenu,Ehnenu,RPG
1131,Warmada,07/11/16,$4.99,N/A (N/A),"1,654 ±1,321",07:03 (08:48),UUUU Interactive,UUUU Interactive,RPG
1160,Vagrant Hearts Zero,"Apr 28, 2017",$2.99,N/A (N/A),"1,654 ±1,321",00:00 (00:00),Warfare Studios,Warfare Studios,RPG
1181,Oafmatch,"May 19, 2017",$5.99,N/A (N/A),"1,654 ±1,321",10:39 (04:17),NCR Games,Netcore Games,RPG
1495,Witch of Ice Kingdom,06/01/17,$3.99,N/A (N/A),"1,654 ±1,321",02:33 (01:19),Windward_Birds,Windward_Birds,RPG
1728,Artizens,05/03/15,N/A,N/A (N/A),"1,654 ±1,321",01:01 (01:19),"Artizens, Inc.","Artizens, Inc.",RPG
1804,Marshmallow Melee,"Oct 6, 2017",$14.99,N/A (N/A),"1,654 ±1,321",02:15 (02:03),TriHelix LLC,TriHelix LLC,RPG
1831,Lionheart,31/07/17,$19.99,N/A (N/A),"1,654 ±1,321",00:17 (00:05),Shiisanmei,Fruitbat Factory,RPG
1955,- Occult RERaise -,"Sep 5, 2017",$1.97,N/A (N/A),"1,654 ±1,321",00:00 (00:00),Arcane Raise,ArcaneRaise,RPG
2022,"Axe, Bow & Staff","Sep 29, 2016",$4.99,N/A (N/A),"1,654 ±1,321",03:01 (04:12),Clewcat Games,Clewcat Games,RPG
2028,Star Shelter,"Oct 12, 2017",$14.99,N/A (N/A),"1,654 ±1,321",00:36 (00:30),Overflow,Overflow,RPG
2075,Einlanzer,01/03/17,$7.99,N/A (N/A),"1,654 ±1,321",11:48 (12:46),Andrew Ryan Henke,Nostalgia Addict Games,RPG
2142,The Lost,"Aug 17, 2016",$5.99,N/A (N/A),"1,654 ±1,321",02:25 (03:02),Duang,juezhu,RPG
2231,Samurai of Hyuga Book 2,"Sep 16, 2016",$5.99,N/A (N/A),"1,654 ±1,321",06:37 (05:43),Hosted Games,Hosted Games,RPG
2272,Space Rogue Classic,28/03/17,$5.99,N/A (N/A),"1,654 ±1,321",00:00 (00:00),"ORIGIN Systems, Inc.","ORIGIN Systems, Inc., Nightdive Studios",RPG
2319,ENIGMA : An Illusion Named Family,19/03/15,$4.99,N/A (N/A),"1,654 ±1,321",01:54 (02:19),AV media lab,AV media lab,RPG
2337,Judge Dredd: Countdown Sector 106,"Apr 21, 2015",$2.49,N/A (N/A),"1,654 ±1,321",02:58 (03:07),Tin Man Games,Tin Man Games,RPG
2429,Fated Souls 3,10/03/17,$6.99,N/A (N/A),"1,654 ±1,321",03:23 (02:33),Warfare Studios,Warfare Studios,RPG
